titles,category
아프간     강진으로 최소     명 사망     지난해     명 숨졌는데    ,World
레바논  헤즈볼라 도 이스라엘 공격  하마스와 연대 ,World
암약하던 중국 정보기관   몸통  드러내고 전랑외교 선봉으로,World
또 불붙은 화약고 이스라엘과 팔레스타인 분쟁은 어떻게 시작됐나,World
아프간 서부 규모     강진 사망자     명 넘어,World
대만   화웨이 공장 건설 지원 기업  곳 조사,World
  헐  글로벌 황당사건     여름철 별미  나가시 소멘  먹다    명 식중독,World
 사망자  천명 넘었다  눈덩이처럼 불어나는 아프간 지진 피해 종합 ,World
 글로벌 리포트  아프가니스탄 헤라트     강진  사망자  천명 넘어 ,World
하마스는 어떤 조직  이스라엘에   년 만에 최대 공격,World
 규모      아프간 강진 사망자     명 넘어  부상자는 약  만 명,World
엠파이어 스테이트 빌딩 브란덴부르크문에 이스라엘국기 이번엔 이스라엘과 연대  이스라엘 하마스 전쟁 ,World
중동 공들이던 중국 당혹  징크스까지 되살린  피의 충돌 ,World
 혹독한 겨울이 온다    무기지원도 분열 조짐,World
  올 재팬 으로 지원    대만 쌍십절 맞아 역대 최대급  의원단 방문,World
중국   게임 총수입  조    조원 들였는데  ,World
 이스라엘과 연대한다  뉴욕 랜드마크   곳에 파란색 흰색 조명,World
일본 의원   명 대만행  역대 최대 규모 대중국 협력 강화,World
중동서  석유 파동    년 후 일어난 전쟁 유가 요동치나,World
이스라엘 하마스   이란 배후 주장에 레바논 포격까지   중동 전쟁으로 확산하나,World
중동 화약고 불붙나 헤즈볼라 하마스에 당한 이스라엘   이란  저격,World
트럼프  조던 지지  역풍 맞을까 매카시 전 의장 재추대 움직임도,World
대만  전투병력 지원병  년만 최저 전투부대 편성     미만,World
  찾은 슈머   기업   서 공정 대우 받아야 ,World
다시 화염 휩싸인 중동   년 전 석유 파동 또 일어날까,World
중국 간 미국 상원의원단  공정 경쟁 원해  시진핑 만날까,World
헤즈볼라  위험한 참전   이스라엘 점령지에 로켓 포 공격  종합 ,World
레바논  이스라엘에 박격포 공격  이스라엘도  대응 포격 ,World
레바논 헤즈볼라도 이스라엘 공격  중동 화약고 터지나,World
이스라엘 하마스 결국 극한 충돌 극우 연정이 갈등 키웠다,World
이스라엘 하마스 전쟁에  주요항공사들 항공편 줄취소,World
아프간 당국  강진 사망자      명  부상자      명,World
세계 최고 첩보기관  모사드      속수무책으로 당했다,World
 속보 아프간 당국  강진 사망자     명  부상자     명  로이터 보도,World
 이스라엘판       충격  모사드도    도 방공망 정보전 참패,World
 등 서방  테러 강력 규탄  유럽선 유대인 거주지역 보안 강화,World
 가자지구  무인도로 만들 것  이스라엘  지상군 투입하나,World
 한판 붙자  스페이스     아마존도 우주인터넷용 위성 첫 발사,World
  분핫뉴스   철조망 기습 에 모사드 굴욕 아이언돔도 뚫렸다,World
     명 가까이 사망  불어나는 아프간 강진 사상자,World
뉴욕서 명품 쇼핑한 영부인    에 올라온 젤렌스카 의혹 확인해보니,World
인도 수사당국  모디 총리  암살 협박 이메일 받았다 ,World
해외 거주 이스라엘인 일부 귀국 추진  고국 지키러 가겠다 ,World
일본 총리 내달 필리핀 말레이 순방 추진 중국 억제 목적,World
탈레반 대변인  아프간 강진으로     명 가까이 사망 ,World
강진 기습로켓 보복폭격 흙빛 핏빛 얼룩진 세계,World
아프간서  일 규모     강진 사망자     명 이상으로 급증,World
이스라엘 팔레스타인   년 만에 최대 충돌 중동 전쟁으로 비화하나,World
아프간 지진 사망자     명 이상 추산  사상자 급격히 증가,World
유흥가 교차로 운전하던 차량이 행인  명 덮쳐   시부야서 무슨 일이,World
아프간 강진 사망자수 급증 탈레반 관계자      명 숨졌다 ,World
아프간  강진으로 사망자 수     명 이상 급증,World
헤즈볼라까지 개입  확전 우려 고조  최악 시나리오 로 가나,World
아프간 규모     지진  아비규환  정부 사망     명 넘을듯   상보 ,World
이스라엘 하마스전쟁 경제에 미칠 영향은   유가 급등 제한적 안전자산에 자금 몰릴 것 ,World
아프간 서부 강타한     강진   최소     명 이상 사망,World
이스라엘  팔레스타인 무장 세력 파괴 결정 전면전 치닫나,World
아프간 강진 사망자     명으로 급증   부상자도     명 넘어,World
하마스는  요격률      이스라엘의 아이언돔을 어떻게 뚫었을까,World
이스라엘 때린 하마스에 중 러  즉각 휴전 촉구  중동은 입장 갈려 종합 ,World
 속보  아프간 정부  강진 사망자     명 넘어 ,World
 속보  아프간 강진 사망자수     명 이상으로 급증,World
이스라엘행 항공편  운항 줄줄이 취소,World
이스라엘군   레바논서 이스라엘 북부에 박격포 공격  전쟁 확전 양상,World
이스라엘 항공편 줄취소 이와중에  전쟁하러 가겠다  예약도,World
미국  러시아 지원 중국 기업 무더기 제재 중 러 정상회담 앞 경고 메시지,World
레바논 무장세력도 참전 이스라엘에 추가 폭격,World
이스라엘판      충격  네타냐후  보복  다짐  가자지구 영토 점령  관측도 종합 ,World
우크라 이어 이스라엘까지 자꾸 불붙는  세계의 화약고 ,World
 생생중국  악비 서호 알리바바 아시안게임  그 이상의 이야기를 간직한 항저우,World
 이스라엘 향하다 회항  세계 주요항공사들  운항 줄취소,World
중  이스라엘 하마스 충돌에  즉각 휴전  두국가  근본 해결책 ,World
해외 거주 이스라엘 시민들 고국   나라 지키러 간다 ,World
한달 만에 식중독 환자    명  나가시 소멘  먹다가 걸렸다는데,World
하마스 대변인  이란이 이스라엘 공격 지원했다 ,World
우크라 이어 이스라엘 전쟁    대선 앞둔 바이든 외교시험대,World
유명 음식점서 식사하고    명 식중독   년 넘게 운영한  소멘집 결국 폐업,World
 모사드    도 놓쳤다    하마스 기습 공격에 이스라엘 정보기관 굴욕,World
아프간 북서부 규모     강진 사망    명 유엔  사상자 증가 예상 ,World
레바논 헤즈볼라도 이스라엘 공격      중동전쟁  번지나,World
하마스  중동 해빙 에 찬물 이스라엘 사우디 협력 무산 위기,World
중국 관영지  미 인도 태평양 전략 비난  분열조장 대결선동 ,World
제임스웹  오리온 성운서 목성 크기의 신비한 천체 발견,World
내연기관 차량 판매금지 연기  친환경 피로감 노린 수낵의 한 수,World
일본 자위대 구인난에 일부 계급정년 한살씩 올리기로,World
이스라엘  하마스 파괴 선언    가자지구 전기 보급 끊는다 ,World
 이 팔 전쟁  이스라엘판      쇼크  하마스 폐허 만들것  피의 보복 예고 종합 ,World
      월 자체 개발    칩  아테나  공개 전망 엔비디아     의존도 낮춘다,World
미  중국 기업   곳 무더기 제재 중  모든 조처 취할 것 ,World
네타냐후 총리  하마스에 철저한 응징  길고 어려운 전쟁 시작 ,World
새벽 기습에 이스라엘 안보 뚫렸나 모사드      깜깜이 ,World
  반도체 수출통제  오픈소스 설계 기술까지 확대하나,World
사우디 보란 듯 하마스 지도자  이스라엘과 수교해도 실익 없다 ,World
전면전 막 올랐나 이스라엘  하마스에  전쟁 돌입  선포,World
 러  자포리자 추가 요새 건설하며 방어선 강화    국방성 분석,World
  전문가들  이스라엘판        세계 최강 첩보기관의 명백한 실책 ,World
아프간 헤라트서     규모 강진    명 사망     여명 부상,World
바이든 긴급연설  이스라엘 위한 모든 지원수단 준비 ,World
 중동 화약고  이스라엘 팔레스타인 전쟁 돌입 미국 이란 충돌로 확산되나,World
하마스  무적의 이스라엘  아이언돔  어떻게 뚫었나  딥포커스 ,World
포르투갈 미인대회서도 트랜스젠더가 우승  미스 유니버스 진출 ,World
트럼프       아이오와 코커스 앞서 현지 유세    큰 승리 호소,World
중국  미 인도 태평양 전략 비난  분열 조장 대결 선동 ,World
세계 데이터센터  과포화  다가온다,World
이스라엘  가자지구 전력 등 차단 출입 전면통제 작전본부 폭격 종합 ,World
곽튜브도 극찬한  소멘  한 맛집서 식중독 환자    명 나와 폐업,World
이스라엘  팔레스타인 무장세력 박멸  전면전 막 올랐다,World
 중국 정부 지향점에 주의 기울여야  주윤발   정부 검열 언급,World
 이 팔 전쟁  전면전 막 올랐나 이스라엘  팔레스타인 무장세력 파괴 결정 종합 ,World
새로운 전쟁 시작       이스라엘 모사드  시작부터  뒤통수  맞아  핫이슈 ,World
알프스산맥 최고봉 몽블랑  높이    이상 줄어들어   왜 ,World
 이 팔 전쟁  이스라엘판      쇼크  하마스 폐허 만들 터  피의 보복 예고,World
주일 우크라 대사관  분노   의원 러시아 무단 방문 지지에  일본 국익에 어긋나 ,World
선거 경제난에  기후 선진국 도 속도조절,World
하마스의 미사일  벌떼 공격     첨단 방어망 아이언돔도 속수무책,World
우크라 영부인 전쟁 중 까르띠에 매장에서   억 썼다  알고보니,World
 속보   전쟁 시작  이스라엘  팔레스타인 무장세력 파괴 결정  사상자     여명,World
이란 튀르키예 외무장관  하마스 공격은  이 정부의 범죄적 공격 탓 ,World
  포함한 세계 증시  국채 쇼크에 예년보다  과민반응 ,World
아프간 서부 강진    명 사망  사상자 더 늘어날 가능성 ,World
 최강  안세영 배드민턴  관왕  양궁 임시현 역도 박혜정  금  쾌거,World
   바이든  모든 수단 제공   이스라엘에 대한 강력 지원 ,World
일본이 쉬쉬하던  아이돌 성착취   폭로 후 벌어진 나비효과,World
전쟁 시작됐다 이스라엘  팔레스타인 무장세력 파괴 결정,World
   이스라엘 군사지원 이르면  일 발표  하마스 공격 배후에 이란 개입 증거 없어 ,World
 이 팔 전쟁  전면전 막 올랐나 이스라엘  팔레스타인 무장세력 파괴 결정,World
    내달 자체 개발    칩 공개 전망 엔비디아 의존 줄인다,World
팔레스타인 이스라엘  피의 주말  사망자    명으로 급증,World
     인도 태평양 전략 비난 관영지  분열조장 대결선동 ,World
로켓포에 전투기 공격 이스라엘 하마스 하루도 안돼    명 숨졌다,World
   이스라엘 지지 방침 굳건  바이든  모든 지원 제공 ,World
 속보  이스라엘  가자지구에 전력 연료 물품 차단 결정,World
식중독    명   대나무 수로에서 소면 건져 먹다  발칵 ,World
곽튜브도 맛본  별미  나가시소멘  식당서 식중독 환자    명 발생,World
미 자동차노조 파업  주째  주말 시위서 지도부 파업 지속  선언,World
  매체서  남조선  완전히 사라지고  괴뢰 가 대체해,World
미국 대선 다가오는데 바이든 인기는 갈수록 시들,World
바이든  이스라엘에 모든 지원 제공  네타냐후와 통화,World
 이 팔 전쟁  이스라엘 안보 참패 하마스 기습 전 모사드      깜깜이 ,World
경쟁  협력  테슬라의   가 던진 고민,World
 빨라진  노벨상 오래 기다린 유력후보 받는 관행에  이변 ,World
 거지 나라  된 아르헨티나   번째 국가부도 위기 누구 탓일까 ,World
사우디 등 중동국가들  이 팔 무력충돌 자제 촉구 서방과도 수습책 논의,World
       뉴욕 센트럴파크의 상징  잔디밭  내년  월까지 돌연 폐쇄  왜 ,World
하루만에 사상     명 육박   이스라엘  하마스와 전쟁  선언,World
   이스라엘 강력 지원 확인 바이든  모든 수단 제공  종합 ,World
 공화당  하마스 공격후 이란 돈   억달러 동결해제 맹공  선거이슈화,World
제프리 삭스  서방  눈 먼 증오심에 우크라인 목숨 간과  직격,World
 인터뷰  빅터차   수출통제  미중간 선택요구     과 기술거리 둬야 ,World
하와이 킬라우에아 화산서 지진    차례 발생  분화 가능성 주목,World
단짝 마지막길 배웅한 마리안느 간호사  평안히 떠나길 바라 ,World
미술시장에까지 고금리 영향 홍콩서 미술품 경매 급감,World
  등 세계 증시  국채 쇼크에 예년보다 과민반응,World
 유럽의 지붕  프랑스 몽블랑   년새 최고점      ,World
  만    년전 발자국  아메리카 대륙 최고     인류 흔적 확인,World
출입 통제 하루 동안 지진    차례,World
피로감 커진 우크라이나 전쟁 분단 가능성도,World
일본이 노벨과학상을 많이 받은 진짜 이유,World
이스라엘 하마스 전쟁 사망자 최소    명으로 급증,World
아프간 북서부 헤라트에 규모     강진      여명 사망     여명 부상 ,World
본사엔 가라오케방  여성가무단도  쉬 황제  꿈꾼  부자 몰락  후후월드 ,World
하와이 킬라우에아 화산서 지진  백여 차례 발생,World
하와이 킬라우에아 화산서 하루 동안 지진    차례,World
하와이 킬라우에아 화산 분화 임박  하루 동안 지진    차례,World
아프간 서부서 규모     강진    명 사망    명 부상,World
하마스 로켓 공격에 이스라엘행 항공편 취소   회항 잇따라,World
이스라엘행 항공편 취소 회항 잇따라,World
    내주 블리자드 인수  마침표  전망 인수 발표   개월만,World
 반독점  소송으로 혹한기 맞은 빅테크   시장 재편될까 ,World
 혹독한 겨울이 온다    무기지원도 분열 조짐,World
하마스  이스라엘에 대공세   이스라엘 보복 예고,World
하마스 지도자  아랍권 향해  이스라엘과 수교해도 보호 못해줘 ,World
중동 정세 요동 이스라엘과 수교 협상 임박 사우디  양측에  자제 촉구 ,World
이스라엘  하마스와  전쟁  선언   양측 사망자    명 육박,World
 이 팔 전쟁  하마스 로켓 공격에 이스라엘행 항공편 취소 회항 잇따라,World
바이든  네타냐후와 통화  이스라엘에 모든 적절한 수단 제공 ,World
독일 루프트한자  이스라엘 노선 운항 중단,World
반도체 규제 주도한   강경파 실세 방중    중국이 환영하는 이유,World
세계 최고 정보기관인  모사드 조차 몰랐던 하마스의 공격,World
별미인 줄 알았는데     대나무 수로 소면  먹고    명 식중독,World
 발등에 불  바이든  결국 국경장벽 세운다   포용적 이민 정책 바뀌나 ,World
 혼란 의 시리아   북부 튀르키예 공습 중서부 자폭드론 테러,World
바이든  미 중 정상회담 미확정   가능성 있어 ,World
  두만강역에 궤도차 역대최다   량   대러무기공급 가능성 ,World
로켓 수천발 패러글라이딩 침투에 당해  이스라엘 정보 실패 ,World
 이 팔 전쟁  중동 다시 얼어붙나  사우디 이스라엘 수교 협상도 위협 ,World
이스라엘 하마스 중재역 자처한 이집트  당사국들과 접촉중 ,World
세계 각국  일제히 하마스 규탄 백악관  정당성 없는 테러  종합 ,World
  년만 악몽 재현  아프간 규모     강진    최소 수십명 사상,World
이집트  이스라엘 하마스 중재 자처  접촉 진행 ,World
이집트  이스라엘 하마스 중재역 자처  당사국들과 접촉중 ,World
팔레스타인 하마스  안식일 새벽에 기습 이스라엘 전쟁 간주 종합 보 ,World
이란 최고지도자 하메네이  하마스의 이스라엘 공격 지지 ,World
아프간 북서부 규모     강진 십여 명 사망   수십 명 부상,World
사상자     명 넘은 이스라엘  하마스에  철검  보복작전 개시,World
 로켓     발 발사  하마스의 기습 이스라엘  전쟁상황  보복예고,World
 식중독    명  대나무 수로에 소면 건져 먹다가      발칵 ,World
 인구 세계  위  반중대국  경제도  세계  위   한국  꼭 친구 삼아야   한중일 톺아보기 ,World
 무방비  새벽에 로켓 폭격 이스라엘  무장단체  하마스  지목 보복 예고,World
하마스 공격에 이스라엘 반격   네타냐후  전쟁으로 간주 ,World
 돈 벌러 집 떠나는 자녀 짠해   트렁크 가득 담은 엄마 마음 월드피플  ,World
아프가니스탄 규모     강진  사망자 수백명 우려,World
 세계의 화약고  중동전쟁 또 터지나    서방    이란 헤즈볼라  이스라엘과 하마스 각 지지선언,World
 이 팔 전쟁  중동의 화약고 가자지구는 하마스 통치에 이스라엘   년째 봉쇄,World
지지율 바닥 트뤼도 캐나다 총리  청바지 입고 민생 행보,World
 영상  하마스  대대적 공격 이스라엘  전쟁상황  보복 나서,World
 제조업 왕좌  위협에 내륙 향하는  공장,World
 로켓포  천 발 발사  잠잠했던 중동의 화약고 터졌다,World
아프가니스탄 북서부서 규모     강진  대규모 사망자 우려 ,World
 학교 그만두고 마트 재취업   년 차 교사 연봉 주네요 ,World
아마존도  우주로  시험 위성 발사 우주 인터넷 경쟁 본격화,World
팔레스타인 하마스  로켓     발 발사   이스라엘  전쟁 경보  발령,World
여전한 세계의 공장  인도 멕시코보단   내륙으로 이전 ,World
 두만강역에 궤도차 역대 최다  북 러 무기 거래 시작했나,World
아프가니스탄  규모     강진  사망자 수백 명 예상 ,World
아프간 북서부서 규모     강진   사망자 수백 명 우려 ,World
이스라엘군  하마스 발사 로켓     발 이상  육해공으로 침투 ,World
 중국 안 간다  자취 감춘 외국인 관광객,World
아프가니스탄 북서부서 진도     강진  사망자 수백명 우려 ,World
팔  로켓     발 발사 이  아이언소드  보복 시작,World
   값 또 뛰나 호주 노조 재파업,World
팔레스타인 하마스  로켓포 공세 에 이스라엘  전쟁 상황  공표,World
사우디  원유 증산하나  이스라엘 합의  담보 포석,World
하마스의 기습 로켓 공격 이스라엘  중대 실수  비상사태 선포,World
팔레스타인 무장단체 하마스 대규모 로켓 공격  이스라엘 보복 예고,World
해킹으로     억 털린 가상자산 업체    배후로 북한 지목,World
녹색당 코넬 웨스트  미국 역사상 최초 무소속으로 대통령 선거 치르겠다 ,World
팔 무장단체  로켓     발 발사 침투 이스라엘  전쟁경보  발령 종합 ,World
아프가니스탄 북서부서 규모     강진  사망자 수백명 우려  종합 ,World
 혼란 의 시리아   북부 튀르키예 공습 중서부 자폭드론 테러,World
팔레스타인 하마스  이스라엘에 대규모 공격  로켓     발 발사  종합 ,World
   후쿠시마원전 토대 붕괴해도 방사성물질 누출 극히 적을 것 ,World
이스라엘 반격 개시  국방장관  지금 전쟁 상황 승리할 것 ,World
이스라엘군  하마스 발사 로켓 최소     발 육해공으로 침투 ,World
 영상  토크막 때리는 우크라 미사일   러 병참기지 무력화 노린다,World
 영상  미군부대     까지 접근  동맹  튀르키예 무장드론 격추한       ,World
이스라엘      발 로켓포 쏜 하마스에  전쟁  선언했다,World
새 폰 안 사는 미국인들 팀 쿡      애플서 손 터나   주식 대량 매각 ,World
중동 화약고 터지나  팔레스타인 무장 정파 공격에 네타냐후  우리는 전쟁 중 ,World
 차값 빼고  억    평균소득 벌어도 차 못 사는 나라  지금이뉴스 ,World
 전쟁경보  발령 팔 무장단체  로켓     발 발사에 이스라엘 전쟁 준비,World
하마스  이스라엘에 로켓 공세 이스라엘 국방  전쟁상황  보복 예고,World
무장단체 하마스  수천발 로켓포 공격 이스라엘 국방  전쟁 상황 ,World
하마스  이스라엘에 대공세    곳서 교전 중  전쟁 상황 ,World
팔레스타인  이스라엘 남부 맹폭 이스라엘  전쟁 상황 ,World
팔레스타인 하마스  이스라엘에 대규모 공격  로켓     발 발사 ,World
 보기만 해도 숨 막혀  중국  일 황금연휴 여행객 무려   억명  달해,World
팔레스타인 하마스  이스라엘에 로켓 공세  명 사망,World
중국에 외국인 관광객 안 보인다  안보 강조   반간첩법에 여행 두려움 ,World
하마스  이스라엘에 대대적 공세 이스라엘  전쟁상황  보복예고 종합 ,World
푸틴의 게임체임저   하늘에 떠다니는 핵탄두 ,World
상금부터 흑역사까지  노벨상에 대해 궁금한 모든 것,World
 바그너그룹  작년 중국산 위성  대 구매 우크라전 활용 ,World
호주     노조  재파업 결정  셰브론  교섭 불성실해 ,World
 교수  김대중 오부치 선언 의의는  사죄  수용 미래 약속  종합 ,World
하마스  로켓포     발 공격  이스라엘  전쟁상황  반격나서,World
  외국인 관광객 안보인다  안보강조 반간첩법에 여행 두려움 ,World
올림픽 내년인데  빈대의 습격  난리 난 프랑스  휴교령까지 내렸다,World
 자막뉴스  탕후루 값 더 오르나 세계 설탕 가격   년 만 최고,World
숄츠      했지만  우크라에 장거리 미사일  독일 압박 거세져,World
   히말라야 국가들에 영향력  확대  인도 견제 티베트 관리 ,World
 교수  김대중 오부치 선언 의의는  사죄  수용 미래 약속 ,World
    기업   여곳 경제제재   러시아에 군사 지원 ,World
미국  중국 기업   곳 무더기 제재  정상회담 추진 중에 왜 ,World
바이든  포르투갈 가려던 독일 대통령  로 돌려세웠다,World
미 폴리티코  하원의장 해임 매카시  의원직 사퇴 검토 ,World
  두만강서 열차   량 포착 러시아 포탄 지원 시작됐나,World
    러에 군용기술 지원   기업   곳 제재    조치 취할 것  종합 보 ,World
푸틴  우크라  서방 지원 없으면 일주일 이상 못 간다 ,World
노벨평화상 모하마디 가족  매우 자랑스럽다  이란  정치적 결정  비난,World
주윤발    정부 지침 안 따르면 우리는    따거 의 깊은 한숨  왜 ,World
    기업   곳 제재  러시아 군사 부문에 미국 기술 공급 ,World
 북 러 무기 거래 시작한 듯 화물열차 급증  위성사진이 입증   포착 ,World
  라자루스   크로스체인 브리지 로 암호화폐    조원 세탁,World
가격 인하  무차별 공습    테슬라발 전쟁 발발  지금이뉴스 ,World
  눈치보던 사우디  내년부터 석유 증산할 수도,World
태풍에 공중부양한 매트리스에 맞아 스쿠터 운전자 사망  대만은 지금 ,World
바이든  미 중 정상회담 미확정   가능성 있어 ,World
   홍콩 관할기관 강화  홍콩의 중국화  가속,World
    일 황금연휴  국내 관광 연인원  억 천만명 매출    조,World
포르투갈 미인대회서 트렌스젠더가 우승 미스 유니버스 간다,World
 자막뉴스     이 정도였나   전망 산산조각 낸 수치에  깜짝 ,World
노벨상 수상자   명  우크라 난민아동 위해 부호들이 기부해야 ,World
불안에  핵핵 거리는 한반도 핵 고도화    압도적 힘,World
 아프간 이주자 추방  파장에 파키스탄  불법 이주자만 해당 ,World
 협상 진전    자동차노조  파업 확대 중단,World
 한국인 가장 많이 이주한 나라는 어디        가 영어권 국가,World
 자동차노조  파업 확대 중단   배터리 공장 등 쟁점 협상 진전,World
 자동차노조  파업 확대 중단  배터리 공장 등 쟁점 협상 진전,World
    기업   곳 제재  러에  기술 군사용반도체 등 공급  종합 ,World
포르투갈 최고 미녀에  트랜스젠더  선정  미스 유니버스 간다 ,World
네덜란드 이어 또 나왔다 포르투갈 미인대회 우승  충격적 실체,World
북러 무기거래 시작했나  국경서 역대급 화물열차  종합 ,World
   홍콩 관할기관 강화 지속 더 속도 붙는  홍콩의 중국화 ,World
 사우디  미국에 원유 생산 늘릴 의향 있다고 전달   이스라엘 합의  의식한 듯,World
또 한번의 겨울 우크라  전력망 사수  총력   원호연의     ,World
트럼프가 미는 새 하원의장 후보     올림픽 출전할 뻔,World
  고용  깜짝  급증   연준  올해 금리 한 번 더 올릴 수도 ,World
바둑  왜 여성 개인 종목만 없지  아시안게임 종목 선정의  파워게임 ,World
     사우디   원유 증산 용의 있다  미 정부에 통보   유가 내리나,World
 학자    주년 김대중 오부치 선언   과거사죄  수용  의의 ,World
푸틴  서방 지원 끊기면 우크라  주일도 못 간다 ,World
푸틴이 자랑한 신형 핵미사일  지구 무제한 돌다가 불시타격 ,World
중국인들의 이번 황금연휴 명절 인사 너  그 일 알아  ,World
여전히 과열인  고용시장 연준  추가 금리 인상 가능성 커져,World
 승용차 구입하려면 차값 빼고  억 내세요   차량 자격인증서 요구하는  이 나라 ,World
        두만강역서 궤도차 역대 최다   량 대러 무기공급 가능성   종합 ,World
중국 침공에 대비한 대만의 베이징 싼샤댐 동시 공격 시나리오,World
백악관 당국자   월말  억    만달러 암호화폐 해킹    수법과 동일 ,World
바이든  미 중 정상회담 미확정   가능성 있어 ,World
 공부 머리는 유전일까     뉴질랜드서 발표된  의외의 결과   뭐길래 ,World
 정신 바짝 차려  김수현 동메달 뒤에  코치 응원 있었다,World
  무기 러시아로 이동   국경지역 화물열차 급증 포착,World
바이든  시진핑과 회담 가능성  치열한  샅바싸움  예고,World
 북 러 국경 근처 두만강역에 화물열차 역대최다 포착  본격 무기 거래 ,World
 사우디   에 원유증산 의향 전달   이스라엘 합의  담보 포석,World
 항저우    안산 임시원 안세영 남자축구 야구  마지막 날 금메달 도전,World
 빈대 때문에 못살겠다  벌써 학교 일곱 곳 문 닫은 프랑스,World
슈피겔이 보도한  우크라 전쟁 독일 책임론 의 함의,World
    우크라이나  제 의 베트남  되기 전  에 손 내밀 것 ,World
     년 이후 출생자  평생 담배 못 산다  초강수 둔  이 나라  어디 ,World
     사우디  석유 증산 용의 있다  미 정부에 통보 ,World
 자막뉴스          동맹 무인기  격추    시리아 상황 악화일로,World
   플루토늄 추출 가능성 연간 핵탄두  개까지 생산 가능 ,World
 김정은 푸틴 회담 뒤 북한 러시아 국경철도 통행량 대폭 증가 ,World
당장 내년인데 파리올림픽 어쩌나  프랑스 습격  이 녀석들의 정체,World
    년 노벨상은     년 노벨상과 얼마나 달라졌을까  세계엔 ,World
    월 셧다운 확실   트럼프 강성 의원들 하원의장 경쟁 딥포커스 ,World
 내년에 결혼하면 남편 죽는다  결혼식 확 늘어난 중국  무슨일이,World
백악관     억달러 규모 가상화폐 해킹   소행 의심 ,World
     독일 장거리 타우루스 미사일 우크라 지원 압박 커진다 ,World
북한  영변 핵시설 원자로 가동 일시 중단   플루토늄 추출  추정,World
우크라 특수부대  제트스키 타고 한밤중 크림반도 상륙 작전,World
   두만강역에 궤도차 역대최다   량 대러 무기공급 가능성 ,World
식은 줄 알았던   고용시장  앗 뜨거    높아진 금리인상 가능성,World
일자리 급증에 금리인상 가능성 고조에도 미증시 랠리한 이유는 ,World
러 접경 북한 두만강역에 화물차량 대폭 증가,World
 북러회담 후  국경 철도화물 급증 무기공급 시사 ,World
  번 사업 실패 후  달걀 장사 로  년에     억원 사장님 비결은,World
멕시코  열달간 불법입국    만명 적발  귀국지원 모색,World
  하원의장 해임 매카시  의원직 사퇴 검토  본인 부인 종합 ,World
 특파원 시선  근대 산업유산의  빛 만 보고  그늘 은 외면하는 일본,World
    타려고요  차값 빼고    억원 지불해야  가격 제일 비싼 나라,World
 돈글돈글  아빠보다 부자인 아들      세대의 빵빵한 연금 통장,World
북한 핵무기용 플루토늄 추출 위해 원자로 가동 중단,World
     반도체 제재에         로 돌파구 모색     의원  개방형 기술도 통제하라 ,World
          급등  필라델피아반도체지수도     상보 ,World
얼마나 급했으면 바이든 시진핑 캘리포니아 담판 배경은,World
 제 의 엔비디아         이상 급등 마감,World
 노벨평화상  모하마디  공포로는 산 못 흔들어 ,World
테슬라       리비안        전기차 루시드 제외 일제  상보 ,World
 미 하원의장서 축출된 매카시  의원직 사퇴까지 검토   폴리티코,World
 한때 각광받던 회계업계 낮은연봉 탓  서 기피 분야 ,World
사상 첫 해임 낙담 컸나 매카시  하원의원 사임설도,World
오염수 방류 여파  대중국 일본 수산물 수출  분의  토막,World
해설과 함께 읽는 이번주 국제정세      ,World
일자리 급증에도 미증시 일제 상승  나스닥        상보 ,World
모하마디 노벨평화상 수상에 이란은 발끈  서방은 지지 종합 ,World
노벨평화상   이란 여성운동가  모하마디에게    억압과 싸운 이란인에 보내는 찬사 ,World
우주 탐사  미 소 경쟁에서 다극화로 전국시대 열렸다,World
   정상들       년 내 우크라 가입  반대  정식 절차 밟아라 ,World
 화웨이와 협력하는 대만 기업들    미중 패권 속  국제사회가 주목하는 곳  와이즈픽 ,World
 혼란 의 시리아   북부 튀르키예 공습 중서부 자폭드론 테러,World
 뉴욕유가    고용지표 강세 속 상승 한 주간    ,World
선생님  공부도 좋지만 물리긴 싫어요     빈대 전쟁 ,World
 모든 책 읽을 권리 냐  자녀 보호 냐     금서 전쟁 ,World
 바이든 시진핑  내달  서 정상회담 ,World
바이든  시진핑과 정상회담  가능 ,World
  극우정당 대표  선거유세 중 공격당했다  주장 당국은 일축,World
 발등에 불  바이든  결국 국경장벽 세운다   포용적 이민 정책 바뀌나 ,World
테슬라   서 모델  모델  가격 최대    만원 인하,World
 통일도 독립도 싫다  현상 유지 원하는 민심에 승자 안갯속  글로벌 포커스 ,World
푸틴  새 핵미사일 성공    방사포 필요한 러  최근  과 대량거래 ,World
   정상들   이민  공동성명 또 무산 폴란드 헝가리  반대 ,World
    이번 플루토늄 추출로  핵탄두 최대  개 생산가능 ,World
재생에너지 투자한다더니 엑손  셰일업체   조원대 인수 추진,World
백악관 당국자      월말    억 달러 암호화폐 해킹 ,World
내년 대선 베네수엘라서  마두로 정적  야권 인사들 수난,World
달나라에서 숙박            년까지 달에 민간주택 건설한다 ,World
 공화 하원의장 후보  일 이례적 공개토론  보수본색  대결,World
       년부터 전기차 살 때 세액공제 받는다 전기차 판매 확대 고육책,World
튀르키예   의 자국 무인기 격추에  기술적 평가차 때문 ,World
 예상 밖  일자리 폭증에  충격    긴축 공포 더 커진다,World
 긴축 약발  안먹힌   노동시장       내달 금리인상 가능성 ,World
